,lat,lon
334,55.765638,37.605085
335,55.765638,37.605085
336,55.761569,37.624279
337,55.761569,37.624279
338,55.755285,37.633002
339,55.755285,37.633002
340,55.739485,37.653252
341,55.739485,37.653252
342,55.731952,37.66588
343,55.731952,37.66588
344,55.724838,37.68714
345,55.724838,37.68714
346,55.708642,37.730742
347,55.708642,37.730742
348,55.705354,37.765675
349,55.705354,37.765675
350,55.71691,37.793226
351,55.71691,37.793226
352,55.715699,37.818106
353,55.715699,37.818106
354,55.702036,37.851044
355,55.702036,37.851044
356,55.685164,37.85603
357,55.685164,37.85603
358,55.673901,37.85913
359,55.673901,37.85913
360,55.7452,37.864
361,55.7452,37.864
362,55.751753,37.816057
363,55.751753,37.816057
364,55.751028,37.785931
365,55.751028,37.785931
366,55.758128,37.751684
367,55.758128,37.751684
368,55.751511,37.717009
369,55.751511,37.717009
370,55.747478,37.682312
371,55.747478,37.682312
372,55.740795,37.656519
373,55.740795,37.656519
374,55.740711,37.625663
375,55.740711,37.625663
376,55.793996,37.589207
377,55.793996,37.589207
378,55.79201,37.557116
379,55.79201,37.557116
380,55.78652,37.533739
381,55.78652,37.533739
382,55.776468,37.517409
383,55.776468,37.517409
384,55.756556,37.524962
385,55.756556,37.524962
386,55.736296,37.517597
387,55.736296,37.517597
388,55.725011,37.496772
389,55.725011,37.496772
390,55.707061,37.516067
391,55.707061,37.516067
392,55.697692,37.498731
393,55.697692,37.498731
394,55.689066,37.483161
395,55.689066,37.483161
396,55.670728,37.449278
397,55.670728,37.449278
398,55.659754,37.417256
399,55.659754,37.417256
400,55.649164,37.390839
401,55.649164,37.390839
402,55.647906,37.370223
403,55.647906,37.370223
404,55.639473,37.355066
405,55.639473,37.355066
406,55.634105,37.334172
407,55.634105,37.334172
408,55.897646,37.587147
409,55.897646,37.587147
410,55.883881,37.603626
411,55.883881,37.603626
412,55.863271,37.604742
413,55.863271,37.604742
414,55.847132,37.589893
415,55.847132,37.589893
416,55.836627,37.575517
417,55.836627,37.575517
418,55.819057,37.575431
419,55.819057,37.575431
420,55.807938,37.581053
421,55.807938,37.581053
422,55.793996,37.589207
423,55.793996,37.589207
424,55.781792,37.598777
425,55.781792,37.598777
426,55.77164,37.620358
427,55.77164,37.620358
428,55.765807,37.608175
429,55.765807,37.608175
430,55.750565,37.609081
431,55.750565,37.609081
432,55.736803,37.618679
433,55.736803,37.618679
434,55.726811,37.625159
435,55.726811,37.625159
436,55.708642,37.622509
437,55.708642,37.622509
438,55.682666,37.621822
439,55.682666,37.621822
440,55.672938,37.61075
441,55.672938,37.61075
442,55.662773,37.6056
443,55.662773,37.6056
444,55.65133,37.598385
445,55.65133,37.598385
446,55.640399,37.605772
447,55.640399,37.605772
448,55.622229,37.609034
449,55.622229,37.609034
450,55.611856,37.603798
451,55.611856,37.603798
452,55.595419,37.601223
453,55.595419,37.601223
454,55.583633,37.59676
455,55.583633,37.59676
456,55.570193,37.57719
457,55.570193,37.57719
458,55.865863,37.547202
459,55.865863,37.547202
460,55.854505,37.561666
461,55.854505,37.561666
462,55.844165,37.575961
463,55.844165,37.575961
464,55.835597,37.57409
465,55.835597,37.57409
466,55.822888,37.587344
467,55.822888,37.587344
468,55.813556,37.602393
469,55.813556,37.602393
470,55.795114,37.6163
471,55.795114,37.6163
472,55.781352,37.613695
473,55.781352,37.613695
474,55.767629,37.621908
475,55.767629,37.621908
476,55.767521,37.639123
477,55.767521,37.639123
478,55.756251,37.657764
479,55.756251,37.657764
480,55.746403,37.683036
481,55.746403,37.683036
482,55.732967,37.666985
483,55.732967,37.666985
484,55.71778,37.676582
485,55.71778,37.676582
486,55.706133,37.685493
487,55.706133,37.685493
488,55.692874,37.727652
489,55.692874,37.727652
490,55.69084,37.75426
491,55.69084,37.75426
492,55.676229,37.761898
493,55.676229,37.761898
494,55.659432,37.750483
495,55.659432,37.750483
496,55.650086,37.743788
497,55.650086,37.743788
498,55.63375,37.743889
499,55.63375,37.743889
500,55.621911,37.743585
501,55.621911,37.743585
502,55.611694,37.74522
503,55.611694,37.74522
504,55.653476,37.620449
505,55.653476,37.620449
506,55.653061,37.598305
507,55.653061,37.598305
508,55.748772,37.538523
509,55.748772,37.538523
510,55.756556,37.524962
511,55.756556,37.524962
512,55.776468,37.517409
513,55.776468,37.517409
514,55.78652,37.533149
515,55.78652,37.533149
516,55.79201,37.557116
517,55.79201,37.557116
518,55.793996,37.589207
519,55.793996,37.589207
520,55.599167,37.556944
521,55.599167,37.556944
522,55.581703,37.577125
523,55.581703,37.577125
524,55.568397,37.575903
525,55.568397,37.575903
526,55.548058,37.554617
527,55.548058,37.554617
528,55.545448,37.54325
529,55.545448,37.54325
530,55.541751,37.530804
531,55.541751,37.530804
532,55.538163,37.516513
533,55.538163,37.516513
534,55.845511,37.639791
535,55.845511,37.639791
536,55.847341,37.5932
537,55.847341,37.5932
538,55.848595,37.573013
539,55.848595,37.573013
540,55.847717,37.55309
541,55.847717,37.55309
542,55.840081,37.520703
543,55.840081,37.520703
544,55.825895,37.496359
545,55.825895,37.496359
546,55.813693,37.487102
547,55.813693,37.487102
548,55.799099,37.498863
549,55.799099,37.498863
550,55.787777,37.504619
551,55.787777,37.504619
552,55.777319,37.50705
553,55.777319,37.50705
554,55.757466,37.525519
555,55.757466,37.525519
556,55.747099,37.532078
557,55.747099,37.532078
558,55.740081,37.533772
559,55.740081,37.533772
560,55.720926,37.560156
561,55.720926,37.560156
562,55.707088,37.58609
563,55.707088,37.58609
564,55.689898,37.605455
565,55.689898,37.605455
566,55.690099,37.618735
567,55.690099,37.618735
568,55.697833,37.647647
569,55.697833,37.647647
570,55.706418,37.663323
571,55.706418,37.663323
572,55.71265,37.677556
573,55.71265,37.677556
574,55.718452,37.697317
575,55.718452,37.697317
576,55.724191,37.716879
577,55.724191,37.716879
578,55.732038,37.728117
579,55.732038,37.728117
580,55.747289,37.73799
581,55.747289,37.73799
582,55.758878,37.746307
583,55.758878,37.746307
584,55.770419,37.745257
585,55.770419,37.745257
586,55.789115,37.743138
587,55.789115,37.743138
588,55.80408,37.746024
589,55.80408,37.746024
590,55.816917,37.737613
591,55.816917,37.737613
592,55.829572,37.702115
593,55.829572,37.702115
594,55.839776,37.666586
595,55.839776,37.666586
596,55.764477,37.705313
597,55.764477,37.705313
598,55.753465,37.719246
599,55.753465,37.719246
600,55.731369,37.72988
601,55.731369,37.72988
602,55.727355,37.752146
603,55.727355,37.752146
604,55.718948,37.781446
605,55.718948,37.781446
606,55.705565,37.817388
607,55.705565,37.817388
608,55.703524,37.851053
609,55.703524,37.851053
610,55.710411,37.879365
611,55.710411,37.879365
612,55.709421,37.896864
613,55.709421,37.896864
614,55.703365,37.9269
615,55.703365,37.9269
616,56.013241,37.48495
617,56.013241,37.48495
618,55.983845,37.498878
619,55.983845,37.498878
620,55.970812,37.504604
621,55.970812,37.504604
622,55.953344,37.511492
623,55.953344,37.511492
624,55.937856,37.521129
625,55.937856,37.521129
626,55.925277,37.527439
627,55.925277,37.527439
628,55.904433,37.537966
629,55.904433,37.537966
630,55.897144,37.553725
631,55.897144,37.553725
632,55.882832,37.567523
633,55.882832,37.567523
634,55.865536,37.573171
635,55.865536,37.573171
636,55.847427,37.574257
637,55.847427,37.574257
638,55.819347,37.575824
639,55.819347,37.575824
640,55.794784,37.58928
641,55.794784,37.58928
642,55.776558,37.579894
643,55.776558,37.579894
644,55.773106,37.54924
645,55.773106,37.54924
646,55.753818,37.531321
647,55.753818,37.531321
648,55.744045,37.514544
649,55.744045,37.514544
650,55.730458,37.473325
651,55.730458,37.473325
652,55.726882,37.448667
653,55.726882,37.448667
654,55.726895,37.417534
655,55.726895,37.417534
656,55.723699,37.397534
657,55.723699,37.397534
658,55.715917,37.375329
659,55.715917,37.375329
660,55.698967,37.343499
661,55.698967,37.343499
662,55.682536,37.314898
663,55.682536,37.314898
664,55.673205,37.28421
665,55.673205,37.28421
